,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1038,2024-03-27,2189.650344523227,2141.683015713606,2257.90535043974,2189.650344523227,2189.650344523227,7.729097383416649,7.729097383416649,7.729097383416649,4.795698711982491,4.795698711982491,4.795698711982491,2.9333986714341567,2.9333986714341567,2.9333986714341567,0.0,0.0,0.0,2197.3794419066435
1039,2024-03-28,2191.6554786730962,2150.4332304402287,2260.170053945943,2191.6554786730962,2191.6554786730962,12.519330731631058,12.519330731631058,12.519330731631058,5.995762585998592,5.995762585998592,5.995762585998592,6.523568145632465,6.523568145632465,6.523568145632465,0.0,0.0,0.0,2204.1748094047275
1040,2024-04-01,2199.676015272574,2162.47056640438,2282.078528056534,2199.676015272574,2199.676015272574,25.08180071777404,25.08180071777404,25.08180071777404,2.3276220296151813,2.3276220296151813,2.3276220296151813,22.754178688158856,22.754178688158856,22.754178688158856,0.0,0.0,0.0,2224.7578159903483
1041,2024-04-02,2201.6811494224435,2176.608152958831,2291.9798575175473,2201.6811494224435,2201.6811494224435,32.15791588810427,32.15791588810427,32.15791588810427,5.101488579718582,5.101488579718582,5.101488579718582,27.056427308385693,27.056427308385693,27.056427308385693,0.0,0.0,0.0,2233.8390653105475
1042,2024-04-03,2203.686283572313,2176.9915600533513,2297.3698702553756,2203.686283572313,2203.686283572313,36.148456329350815,36.148456329350815,36.148456329350815,4.795698711977155,4.795698711977155,4.795698711977155,31.352757617373662,31.352757617373662,31.352757617373662,0.0,0.0,0.0,2239.834739901664
1043,2024-04-04,2205.691417722183,2188.7873645076174,2302.192772023581,2205.691417722183,2205.691417722183,41.58275370458178,41.58275370458178,41.58275370458178,5.995762586000876,5.995762586000876,5.995762586000876,35.58699111858091,35.58699111858091,35.58699111858091,0.0,0.0,0.0,2247.2741714267645
1044,2024-04-05,2207.6965518720517,2195.287652721513,2313.97936635526,2207.6965518720517,2207.6965518720517,44.911925974025365,44.911925974025365,44.911925974025365,5.209507792766278,5.209507792766278,5.209507792766278,39.70241818125909,39.70241818125909,39.70241818125909,0.0,0.0,0.0,2252.608477846077
1045,2024-04-08,2213.7119543216604,2212.3227784176966,2325.3573436366714,2213.7119543216604,2213.7119543216604,53.11514459096637,53.11514459096637,53.11514459096637,2.3276220296363834,2.3276220296363834,2.3276220296363834,50.78752256132999,50.78752256132999,50.78752256132999,0.0,0.0,0.0,2266.8270989126268
1046,2024-04-09,2215.71708847153,2213.5119590291156,2334.71362686445,2215.71708847153,2215.71708847153,58.995880112137826,58.995880112137826,58.995880112137826,5.101488579714842,5.101488579714842,5.101488579714842,53.89439153242297,53.89439153242297,53.89439153242297,0.0,0.0,0.0,2274.712968583668
1047,2024-04-10,2217.7222226214,2225.151419407133,2333.3577903858945,2217.7222226214,2217.7222226214,61.43060150736885,61.43060150736885,61.43060150736885,4.795698711982435,4.795698711982435,4.795698711982435,56.63490279538642,56.63490279538642,56.63490279538642,0.0,0.0,0.0,2279.1528241287688
